osgb4000000074322484,http://data.ordnancesurvey.co.uk/id/4000000074322484,New Mills,,,,populatedPlace,Hamlet,313107,319794,5000,25000,312930,319607,313430,320107,SY22,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY22,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074556111,http://data.ordnancesurvey.co.uk/id/4000000074556111,Dolanog,,,,populatedPlace,Hamlet,306584,312835,5000,25000,306374,312448,306874,313004,SY21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY21,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2651161
osgb4000000074555730,http://data.ordnancesurvey.co.uk/id/4000000074555730,Llanfyllin,,,,populatedPlace,Town,314215,319478,9000,2000000,313790,318658,315182,319952,SY22,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY22,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Llanfyllin,http://sws.geonames.org/2644053
osgb4000000074559832,http://data.ordnancesurvey.co.uk/id/4000000074559832,Castell Caereinion,cym,Castle Caereinion,eng,populatedPlace,Village,316386,305534,4000,250000,316004,305272,316613,305772,SY21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY21,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2653606
osgb4000000074554623,http://data.ordnancesurvey.co.uk/id/4000000074554623,Llanerfyl,,,,populatedPlace,Village,303278,309551,8000,250000,302692,309250,303904,309882,SY21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY21,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2644094
osgb4000000074554620,http://data.ordnancesurvey.co.uk/id/4000000074554620,Cefn Coch,,,,populatedPlace,Hamlet,304826,302841,5000,25000,304467,302558,305176,303058,SY21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY21,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074554622,http://data.ordnancesurvey.co.uk/id/4000000074554622,Pentyrch,,,,populatedPlace,Other Settlement,307312,308390,15000,25000,307063,308140,307563,308640,SY21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY21,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074556481,http://data.ordnancesurvey.co.uk/id/4000000074556481,Llanwddyn,,,,populatedPlace,Village,302488,319195,9000,250000,301540,318755,302916,319866,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2643919
osgb4000000074320295,http://data.ordnancesurvey.co.uk/id/4000000074320295,Glascoed,,,,populatedPlace,Hamlet,311915,308482,5000,25000,311698,308329,312198,308829,SY21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY21,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074321610,http://data.ordnancesurvey.co.uk/id/4000000074321610,Felindre,,,,populatedPlace,Hamlet,316455,301700,5000,25000,316281,301429,316844,301929,SY21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY21,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
