osgb4000000074578159,http://data.ordnancesurvey.co.uk/id/4000000074578159,Church Lake,,,,populatedPlace,Suburban Area,195904,205137,2000,25000,195740,204939,196240,205439,SA73,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA73,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074576985,http://data.ordnancesurvey.co.uk/id/4000000074576985,Waterston,,,,populatedPlace,Village,193580,205791,7000,250000,192961,205449,194013,206175,SA73,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA73,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/3345257
osgb4000000074578166,http://data.ordnancesurvey.co.uk/id/4000000074578166,St Ishmael's,,,,populatedPlace,Village,183526,207270,5000,250000,183121,206828,183913,207646,SA62,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA62,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074576784,http://data.ordnancesurvey.co.uk/id/4000000074576784,Albert Town,,,,populatedPlace,Suburban Area,193888,215503,4000,25000,193638,215207,194281,215707,SA61,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA61,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,"http://dbpedia.org/resource/Albert_Town,_Pembrokeshire",
osgb4000000074319931,http://data.ordnancesurvey.co.uk/id/4000000074319931,Boulston,,,,populatedPlace,Other Settlement,197536,212688,15000,25000,197263,212320,197763,212820,SA62,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA62,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Boulston,http://sws.geonames.org/2655105
osgb4000000074321383,http://data.ordnancesurvey.co.uk/id/4000000074321383,Deerland,,,,populatedPlace,Hamlet,198472,210431,5000,25000,198218,210168,198718,210668,SA62,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA62,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074578167,http://data.ordnancesurvey.co.uk/id/4000000074578167,Walwyn's Castle,,,,populatedPlace,Hamlet,187457,211378,5000,25000,187145,211111,187675,211611,SA62,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA62,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/3345117
osgb4000000074578152,http://data.ordnancesurvey.co.uk/id/4000000074578152,Grove,,,,populatedPlace,Suburban Area,198958,200809,5000,25000,198643,200463,199143,201157,SA71,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA71,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074321384,http://data.ordnancesurvey.co.uk/id/4000000074321384,Millin Cross,,,,populatedPlace,Hamlet,199428,213981,5000,25000,199191,213750,199728,214250,SA62,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA62,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074576769,http://data.ordnancesurvey.co.uk/id/4000000074576769,Golden Hill,,,,populatedPlace,Suburban Area,198697,202009,5000,25000,198183,201743,198935,202392,SA71,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA71,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
