osgb4000000074558026,http://data.ordnancesurvey.co.uk/id/4000000074558026,Brixham,,,,populatedPlace,Town,292346,56016,37000,2000000,288333,54266,293959,56945,TQ5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ5,,,,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Brixham,http://sws.geonames.org/2654663
osgb4000000074545859,http://data.ordnancesurvey.co.uk/id/4000000074545859,Strete,,,,populatedPlace,Village,284025,46947,8000,250000,283593,46329,284643,47495,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Strete,http://sws.geonames.org/2636665
osgb4000000074585729,http://data.ordnancesurvey.co.uk/id/4000000074585729,Widewell,,,,populatedPlace,Hamlet,281506,42096,5000,25000,281265,41857,281765,42357,TQ7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ7,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074545274,http://data.ordnancesurvey.co.uk/id/4000000074545274,Beesands,,,,populatedPlace,Village,281893,40552,4000,250000,281665,40085,282165,40775,TQ7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ7,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074545562,http://data.ordnancesurvey.co.uk/id/4000000074545562,Beeson,,,,populatedPlace,Village,281181,40775,3000,250000,280886,40494,281423,41015,TQ7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ7,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074545856,http://data.ordnancesurvey.co.uk/id/4000000074545856,Slapton,,,,populatedPlace,Village,281986,44971,6000,250000,281613,44706,282526,45230,TQ7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ7,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2637668
osgb4000000074815173,http://data.ordnancesurvey.co.uk/id/4000000074815173,Bow,,,,populatedPlace,Hamlet,280814,49383,5000,25000,280593,49098,281093,49598,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074314259,http://data.ordnancesurvey.co.uk/id/4000000074314259,Ash,,,,populatedPlace,Hamlet,283783,49796,5000,25000,283563,49537,284063,50037,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074559503,http://data.ordnancesurvey.co.uk/id/4000000074559503,Tweenaways,,,,populatedPlace,Suburban Area,287039,59690,5000,25000,286643,59538,287434,60038,TQ4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ4,,,,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558769,http://data.ordnancesurvey.co.uk/id/4000000074558769,East Cornworthy,,,,populatedPlace,Hamlet,284737,55251,5000,25000,284456,55026,284956,55526,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558770,http://data.ordnancesurvey.co.uk/id/4000000074558770,Capton,,,,populatedPlace,Hamlet,283695,53152,5000,25000,283484,52940,284020,53440,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074545858,http://data.ordnancesurvey.co.uk/id/4000000074545858,Bowden,,,,populatedPlace,Hamlet,284484,48958,5000,25000,284184,48716,284684,49216,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Bowden,_Devon",
osgb4000000074314258,http://data.ordnancesurvey.co.uk/id/4000000074314258,Bow,,,,populatedPlace,Hamlet,281238,56609,5000,25000,280980,56353,281480,56853,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074545861,http://data.ordnancesurvey.co.uk/id/4000000074545861,Eastdown,,,,populatedPlace,Hamlet,282485,49453,5000,25000,282235,49208,282735,49708,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558398,http://data.ordnancesurvey.co.uk/id/4000000074558398,Broadsands,,,,populatedPlace,Suburban Area,289592,57108,11000,25000,288858,56510,290330,58138,TQ4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ4,,,,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Broadsands,
osgb4000000074558023,http://data.ordnancesurvey.co.uk/id/4000000074558023,Warfleet,,,,populatedPlace,Village,288099,50390,4000,250000,287791,50011,288291,50666,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074545563,http://data.ordnancesurvey.co.uk/id/4000000074545563,Stokenham,,,,populatedPlace,Village,280627,42968,7000,250000,280058,42661,281088,43205,TQ7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ7,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2636842
osgb4000000074545860,http://data.ordnancesurvey.co.uk/id/4000000074545860,Burlestone,,,,populatedPlace,Hamlet,282577,48395,5000,25000,282230,48158,282730,48658,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Burlestone,
osgb4000000074559502,http://data.ordnancesurvey.co.uk/id/4000000074559502,Aish,,,,populatedPlace,Hamlet,284248,58938,5000,25000,283901,58677,284544,59177,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074546155,http://data.ordnancesurvey.co.uk/id/4000000074546155,Millcombe,,,,populatedPlace,Hamlet,280266,49853,5000,25000,279978,49455,280478,50015,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558397,http://data.ordnancesurvey.co.uk/id/4000000074558397,Galmpton,,,,populatedPlace,Suburban Area,288940,56290,8000,25000,288333,55868,289502,56945,TQ5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ5,,,,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Galmpton,_Torbay",http://sws.geonames.org/2648910
osgb4000000074545857,http://data.ordnancesurvey.co.uk/id/4000000074545857,Stoke Fleming,,,,populatedPlace,Village,286252,48393,9000,250000,285804,47825,286870,49258,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2636856
osgb4000000074558024,http://data.ordnancesurvey.co.uk/id/4000000074558024,Dartmouth,,,,populatedPlace,Town,287698,51375,14000,2000000,285782,50579,287970,52343,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Dartmouth,_Devon",http://sws.geonames.org/2651498
osgb4000000074545275,http://data.ordnancesurvey.co.uk/id/4000000074545275,Torcross,,,,populatedPlace,Village,282217,41951,5000,250000,281886,41804,282386,42636,TQ7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ7,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/8063443
osgb4000000074558768,http://data.ordnancesurvey.co.uk/id/4000000074558768,Dittisham,,,,populatedPlace,Village,286311,54756,6000,250000,285814,54423,286711,55323,TQ6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ6,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Dittisham,http://sws.geonames.org/2651206
osgb4000000074558772,http://data.ordnancesurvey.co.uk/id/4000000074558772,Tuckenhay,,,,populatedPlace,Village,281825,56048,4000,250000,281462,55720,281962,56292,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074546159,http://data.ordnancesurvey.co.uk/id/4000000074546159,Start,,,,populatedPlace,Hamlet,281020,45071,5000,25000,280691,44709,281191,45209,TQ7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ7,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074559501,http://data.ordnancesurvey.co.uk/id/4000000074559501,Ashprington,,,,populatedPlace,Village,281867,57064,4000,250000,281594,56715,282094,57304,TQ9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TQ9,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Ashprington,http://sws.geonames.org/2656925
TQ45HD,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ45HD,TQ4 5HD,,,,other,Postcode,288605,59736,3500,18000,,,,,,,Paignton,http://data.ordnancesurvey.co.uk/id/4000000074554368,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#town,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
TQ50BY,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ50BY,TQ5 0BY,,,,other,Postcode,291854,55006,3500,18000,,,,,,,Brixham,http://data.ordnancesurvey.co.uk/id/4000000074558026,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#town,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
TQ58HA,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ58HA,TQ5 8HA,,,,other,Postcode,292162,56055,3500,18000,,,,,,,Brixham,http://data.ordnancesurvey.co.uk/id/4000000074558026,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#town,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
TQ50JD,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ50JD,TQ5 0JD,,,,other,Postcode,290317,56149,3500,18000,,,,,,,Brixham,http://data.ordnancesurvey.co.uk/id/4000000074558026,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#town,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
TQ47HZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ47HZ,TQ4 7HZ,,,,other,Postcode,288458,58225,3500,18000,,,,,,,Paignton,http://data.ordnancesurvey.co.uk/id/4000000074554368,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#town,,,,Torbay,http://data.ordnancesurvey.co.uk/id/7000000000038883,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
TQ97AU,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ97AU,TQ9 7AU,,,,other,Postcode,280381,50798,3500,18000,,,,,,,Blackawton,http://data.ordnancesurvey.co.uk/id/4000000074558773,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
TQ69BS,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ69BS,TQ6 9BS,,,,other,Postcode,287821,50956,3500,18000,,,,,,,Dartmouth,http://data.ordnancesurvey.co.uk/id/4000000074558024,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#town,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
TQ97DX,http://data.ordnancesurvey.co.uk/id/postcodeunit/TQ97DX,TQ9 7DX,,,,other,Postcode,281273,58051,3500,18000,,,,,,,,,,South Hams,http://data.ordnancesurvey.co.uk/id/7000000000022569,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Devon,http://data.ordnancesurvey.co.uk/id/7000000000023147,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
