osgb4000000074547811,http://data.ordnancesurvey.co.uk/id/4000000074547811,Fair Hill,,,,populatedPlace,Suburban Area,351212,531194,4000,25000,350880,530993,351551,531523,CA11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA11,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074542397,http://data.ordnancesurvey.co.uk/id/4000000074542397,Soulby,,,,populatedPlace,Hamlet,346523,525659,5000,25000,345817,524501,346690,525764,CA11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA11,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074544637,http://data.ordnancesurvey.co.uk/id/4000000074544637,Great Salkeld,,,,populatedPlace,Village,355099,536641,6000,250000,354798,536246,355445,537113,CA11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA11,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Great_Salkeld,http://sws.geonames.org/2648028
osgb4000000074546316,http://data.ordnancesurvey.co.uk/id/4000000074546316,Newtown,,,,populatedPlace,Hamlet,352660,524157,5000,25000,352609,523906,353147,524426,CA10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA10,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074330534,http://data.ordnancesurvey.co.uk/id/4000000074330534,Knotts,,,,populatedPlace,Hamlet,343453,521465,5000,25000,343372,521028,343886,521628,CA11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA11,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549921,http://data.ordnancesurvey.co.uk/id/4000000074549921,Newbiggin,,,,populatedPlace,Village,346763,529843,12000,250000,346302,528671,347332,530492,CA11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA11,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074330529,http://data.ordnancesurvey.co.uk/id/4000000074330529,Whitbarrow,,,,populatedPlace,Hamlet,340523,527934,5000,25000,340510,527893,341010,528512,CA11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA11,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074541177,http://data.ordnancesurvey.co.uk/id/4000000074541177,Yanwath,,,,populatedPlace,Village,351148,527719,7000,250000,350639,527237,351507,528270,CA10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA10,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074548012,http://data.ordnancesurvey.co.uk/id/4000000074548012,Lazonby,,,,populatedPlace,Village,354829,539689,9000,250000,353985,539184,355322,540049,CA10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA10,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Lazonby,http://sws.geonames.org/2644768
osgb4000000074544628,http://data.ordnancesurvey.co.uk/id/4000000074544628,Edenhall,,,,populatedPlace,Village,356540,532425,6000,250000,356062,532030,356980,532798,CA11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA11,,,,Eden,http://data.ordnancesurvey.co.uk/id/7000000000013049,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2650243
