osgb4000000074582030,http://data.ordnancesurvey.co.uk/id/4000000074582030,Crofts of Brownside,,,,populatedPlace,Other Settlement,367276,853518,15000,25000,367002,853237,367502,853737,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543228,http://data.ordnancesurvey.co.uk/id/4000000074543228,Turriff,,,,populatedPlace,Town,372316,849800,20000,2000000,371008,848784,374054,851368,AB53,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB53,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2635329
osgb4000000074810498,http://data.ordnancesurvey.co.uk/id/4000000074810498,Aucharnie,,,,populatedPlace,Other Settlement,363600,841294,15000,25000,363449,840844,364026,841382,AB54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB54,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074573062,http://data.ordnancesurvey.co.uk/id/4000000074573062,Largue,,,,populatedPlace,Hamlet,364134,841743,5000,25000,363787,841432,364287,841932,AB54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB54,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2644859
osgb4000000074562328,http://data.ordnancesurvey.co.uk/id/4000000074562328,Bogton,,,,populatedPlace,Other Settlement,367674,851543,15000,25000,367237,851058,368126,852255,AB53,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB53,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Bogton,
osgb4000000074560308,http://data.ordnancesurvey.co.uk/id/4000000074560308,Inverythan,,,,populatedPlace,Hamlet,375272,841172,5000,25000,375068,840862,375797,841480,AB53,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB53,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074561762,http://data.ordnancesurvey.co.uk/id/4000000074561762,Balgaveny,,,,populatedPlace,Hamlet,365767,841073,5000,25000,365585,840658,366174,841196,AB54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB54,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074561759,http://data.ordnancesurvey.co.uk/id/4000000074561759,Kirkton of Auchterless,,,,populatedPlace,Village,371085,841290,16000,250000,369614,840098,371951,842490,AB53,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB53,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645204
osgb4000000074561767,http://data.ordnancesurvey.co.uk/id/4000000074561767,Netherbrae,,,,populatedPlace,Other Settlement,379721,859376,15000,25000,379121,859074,379926,860025,AB53,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB53,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074336091,http://data.ordnancesurvey.co.uk/id/4000000074336091,Idoch,,,,populatedPlace,Hamlet,377521,849393,5000,25000,377111,849135,377679,849635,AB53,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB53,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074561763,http://data.ordnancesurvey.co.uk/id/4000000074561763,Fortrie,,,,populatedPlace,Hamlet,366293,845056,5000,25000,366224,845022,366867,845605,AB53,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB53,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074562327,http://data.ordnancesurvey.co.uk/id/4000000074562327,Forgue,,,,populatedPlace,Village,360701,845247,17000,250000,359522,844238,362172,845610,AB54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB54,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
