osgb4000000074560758,http://data.ordnancesurvey.co.uk/id/4000000074560758,Banff,,,,populatedPlace,Town,368872,864017,11000,2000000,367780,863051,369441,864727,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Banff,_Aberdeenshire",http://sws.geonames.org/2656402
osgb4000000074561160,http://data.ordnancesurvey.co.uk/id/4000000074561160,Boyndie,,,,populatedPlace,Hamlet,364138,863892,5000,25000,363880,863576,364380,864104,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2655032
osgb4000000074562733,http://data.ordnancesurvey.co.uk/id/4000000074562733,Kirktown of Alvah,,,,populatedPlace,Hamlet,367813,860161,5000,25000,367570,859905,368070,860405,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074336573,http://data.ordnancesurvey.co.uk/id/4000000074336573,Ladysbridge,,,,populatedPlace,Hamlet,365190,863802,5000,25000,364474,863440,365445,864116,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074560521,http://data.ordnancesurvey.co.uk/id/4000000074560521,Longmanhill,,,,populatedPlace,Hamlet,374162,862186,5000,25000,373677,862092,374480,862875,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2643668
osgb4000000074562732,http://data.ordnancesurvey.co.uk/id/4000000074562732,Montcoffer Crofts,,,,populatedPlace,Hamlet,369779,861687,5000,25000,368429,861226,369902,861885,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074544138,http://data.ordnancesurvey.co.uk/id/4000000074544138,Seatown,,,,populatedPlace,Suburban Area,379728,864578,1000,25000,379478,864327,379978,864827,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074560522,http://data.ordnancesurvey.co.uk/id/4000000074560522,Macduff,,,,populatedPlace,Town,370490,864563,14000,2000000,369862,863663,372041,864914,AB44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB44,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Macduff,_Aberdeenshire",http://sws.geonames.org/2643262
osgb4000000074541722,http://data.ordnancesurvey.co.uk/id/4000000074541722,Silverhillocks,,,,populatedPlace,Other Settlement,373663,863803,15000,25000,372345,863081,373798,864344,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074560759,http://data.ordnancesurvey.co.uk/id/4000000074560759,Whitehills,,,,populatedPlace,Village,365516,865430,7000,250000,365020,864958,366020,865883,AB45,http://data.ordnancesurvey.co.uk/id/postcodedistrict/AB45,,,,,,,Aberdeenshire,http://data.ordnancesurvey.co.uk/id/7000000000030111,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2634091
